,id,text,lang,is_retweet
2326993,1261759751840567298,people just woke up and decided covid19 was over. no mask. no social distancing. just full blown natural selection.,en,False
2282503,1261754363342700546,"people are losing loved ones from coronavirus, the nhs is in turmoil, there’s a shortage of ppe for frontline nhs workers ...& this is actually happening?!?",en,False
1124757,1261625195657342977,"the masked versus the unmasked - and the great ""unwashed"" functional illiterates still believe these billionaires give a damn! about them. glad fronts and stupidity are now the new american way. democracy truly is screwed.",en,False
204911,1261475917643251712,"canadian-approved n95 mask targeted by chinese counterfeiters cbc news ""cases show a flood of dangerous and deceptively-labelled masks is pouring out of china"" (#communistparty controls everything but #qualitycontrol, eh?)",en,False
1540630,1261674053913530368,two years ago my husband was in icu on a ventilator. his health deteriorated almost instantly and never fully returned. he is on oxygen 24/7 and has a permanent tracheostomy in his throat. i have lost two dear people to covid-19. there is no place i need to go without a mask.,en,False
1092385,1261620639003291654,nancy & #dem pac can mine btc alt coins creepto currency to pay for their infinite grifter grabs - like whomever is crashing oil mkts is hiding / hedging his wealth #mit #osu #harvard alt coin laundering tools money laundering tools fer thives in masks,en,False
315215,1261489782699548673,one *public* cough away from being dipped and boiled in a bath of fermented robitussin by the covid crazy mob #covid19 #covidiots #nomasks,en,False
2462058,1261778682013577216,respiratory health in athletes: facing the covid-19 challenge with dr james hull. episode #428,en,False
1261752,1261641962291159042,masks help stop the spread of coronavirus—the science is simple,en,False
1446402,1261661867472310277,schools closed 20th march. any idea how many teachers contracted covid between 1st feb. and 19th march. bear in mind that class numbers were 30 kids per class during this period with no distancing or ppe or special measures,en,False
1678789,1261688356968083457,"january? so, you and 45 did know and you did not warn the america people? did not prepare? did not ramp up ppe production? 45 called it a hoax. how do you vaccine a hoax?",en,False
2314280,1261758206285660160,that is true but when the threat of covid-19 is completely gone in a few years i will roll my eyes again. there's health precautions (which now a face mask is) and then there's paranoid germaphobia which is incredibly mentally unhealthy.,en,False
372326,1261497495223513089,"distribution of ppe to the nigerian red cross, the fct kwali health care and gwagwalada hospital abuja by usoro akpabio educational foundation to fight against covid 19.",en,False
1404286,1261657474496704515,trump diehard who was booted from trader joe’s for refusing to wear a mask now has coronavirus symptoms,en,False
2120870,1261735707208495106,"posted from his summer home. i wonder how long into covid-19 communism and chill we get before that fancy ubi is held leverage for failure to social distance, wear mask, ect?",en,False
474373,1261512616263905280,covid19 is quite complex as the upper respiratory tract is a hard area to target with a vaccine.,en,False
1682544,1261688736284176390,"the numbers are skewed because hospitals have been told that if someone dies of any respiratory illness, they should put on their death certificate covid-19 related. flu could still be deadlier than the big ""c.""",en,False
1590736,1261679269018767362,"saludos. efectivamente, no es tema de opiniones sino de ciencia: ̈because covid-19 is primarily transmitted by respiratory droplets, population density might also play a significant role in the acceleration of transmission. ̈",en,False
2188171,1261743388493217794,"""you are very welcome, president fauci."" destroy the world with the shutdown & ongoing river of lies supporting an rna vaccine scam. continues press conferences promoting the lies of covid19 vaccine scam with social distancing & health damaging surgical masks. sweden was right.",en,False
1337020,1261650357769457664,"press sec. kayleigh mcenany: ""the obama administration wasn't throwing ventilators into the stockpile. they were unmasking lt. gen. michael flynn.""",en,False
2348546,1261762382407389185,bollocks.i’m 45 c 4 major health conditions . if i get covid i a goofed . i am thankfully in my own home with carers 4x a day - but i can’t shield properly . due to life threatening airbourne allergies i have been buying ffp3 grade face masks for 8yrs . im reusing from dec ones,en,False
1840963,1261705157173284865,"trump administration accused of ‘seizing’ 50,000 n95 respirators intended for medical workers by masks for america founder",en,False
2237780,1261749150829420544,swiss trains - 90% trains running and passengers should wear masks.,en,False
803897,1261570629792399361,coronavirus: doctors 'told not to discuss ppe shortages',en,False
