,id,text,lang,is_retweet,user.description
2120870,1261735707208495106,"posted from his summer home. i wonder how long into covid-19 communism and chill we get before that fancy ubi is held leverage for failure to social distance, wear mask, ect?",en,False,some people play devil's advocate. i'm not playing.
474373,1261512616263905280,covid19 is quite complex as the upper respiratory tract is a hard area to target with a vaccine.,en,False,"maori mumma bear, living in oz who all things space, the environment, old growth forests, politics and foreign policy. advocates for sustainable growth."
1682544,1261688736284176390,"the numbers are skewed because hospitals have been told that if someone dies of any respiratory illness, they should put on their death certificate covid-19 related. flu could still be deadlier than the big ""c.""",en,False,
1590736,1261679269018767362,"saludos. efectivamente, no es tema de opiniones sino de ciencia: ̈because covid-19 is primarily transmitted by respiratory droplets, population density might also play a significant role in the acceleration of transmission. ̈",en,False,polímata en formación...
2188171,1261743388493217794,"""you are very welcome, president fauci."" destroy the world with the shutdown & ongoing river of lies supporting an rna vaccine scam. continues press conferences promoting the lies of covid19 vaccine scam with social distancing & health damaging surgical masks. sweden was right.",en,False,"#patriotsunited- brothers, sisters. #christ #endthelockdown #nationalist #fteu #love #prolife #ccot - #maga #nra -- #2a #nodealbrexit #mbga #liberty"
1337020,1261650357769457664,"press sec. kayleigh mcenany: ""the obama administration wasn't throwing ventilators into the stockpile. they were unmasking lt. gen. michael flynn.""",en,False,"the hill is the premier source for policy and political news. follow for tweets on what's happening in washington, breaking news and retweets of our reporters."
2348546,1261762382407389185,bollocks.i’m 45 c 4 major health conditions . if i get covid i a goofed . i am thankfully in my own home with carers 4x a day - but i can’t shield properly . due to life threatening airbourne allergies i have been buying ffp3 grade face masks for 8yrs . im reusing from dec ones,en,False,"clinical staff nurse in medicine for 15 years. now researcher and writer . i have idiopathic anaphylaxis , angiodeama , and likely most cell activation syndrome"
1840963,1261705157173284865,"trump administration accused of ‘seizing’ 50,000 n95 respirators intended for medical workers by masks for america founder",en,False,trump is the moron-o-virus
2237780,1261749150829420544,swiss trains - 90% trains running and passengers should wear masks.,en,False,at the peak of luxury lodging
803897,1261570629792399361,coronavirus: doctors 'told not to discuss ppe shortages',en,False,
